ligand,receptor,lr_pair,classification,broad_category,source
CDH1,ITGA2_ITGB1,CDH1|ITGA2_ITGB1,Adhesion by Cadherin,ECM/Adhesion,cpdb_uniprot
WNT1,FZD6_LRP6,WNT1|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,FZD7_LRP5,WNT1|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,FZD7_LRP6,WNT1|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,FZD8_LRP5,WNT1|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,FZD8_LRP6,WNT1|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,FZD8_RYK,WNT1|FZD8_RYK,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,FZD9_LRP5,WNT1|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,FZD9_LRP6,WNT1|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,SFRP1,WNT1|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,SFRP2,WNT1|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,SFRP4,WNT1|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,SFRP5,WNT1|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT1,WIF1,WNT1|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FRZB,WNT10A|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD1_LRP5,WNT10A|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD1_LRP6,WNT10A|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD5_LRP5,WNT10A|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD5_LRP6,WNT10A|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD7_LRP5,WNT10A|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD7_LRP6,WNT10A|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD8_LRP5,WNT10A|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT10A,FZD8_LRP6,WNT10A|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,CER1,WNT11|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FRZB,WNT11|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD1_LRP5,WNT11|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD1_LRP6,WNT11|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD10_LRP5,WNT11|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD10_LRP6,WNT11|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD2_LRP5,WNT11|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD2_LRP6,WNT11|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD3_LRP5,WNT11|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD3_LRP6,WNT11|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD4_LRP5,WNT11|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD4_LRP6,WNT11|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD5_LRP5,WNT11|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD5_LRP6,WNT11|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD6_LRP5,WNT11|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD6_LRP6,WNT11|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD7_LRP5,WNT11|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD7_LRP6,WNT11|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD8_LRP5,WNT11|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD8_LRP6,WNT11|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD9_LRP5,WNT11|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,FZD9_LRP6,WNT11|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,SFRP1,WNT11|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,SFRP2,WNT11|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,SFRP4,WNT11|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,SFRP5,WNT11|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT11,WIF1,WNT11|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,CER1,WNT16|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FRZB,WNT16|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD1_LRP5,WNT16|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD1_LRP6,WNT16|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD10_LRP5,WNT16|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD10_LRP6,WNT16|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD2_LRP5,WNT16|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD2_LRP6,WNT16|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD3_LRP5,WNT16|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD3_LRP6,WNT16|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD4_LRP5,WNT16|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD4_LRP6,WNT16|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD5_LRP5,WNT16|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD5_LRP6,WNT16|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD6_LRP5,WNT16|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD6_LRP6,WNT16|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD7_LRP5,WNT16|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD7_LRP6,WNT16|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD8_LRP5,WNT16|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD8_LRP6,WNT16|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD9_LRP5,WNT16|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,FZD9_LRP6,WNT16|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,SFRP1,WNT16|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,SFRP2,WNT16|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,SFRP4,WNT16|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,SFRP5,WNT16|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT16,WIF1,WNT16|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,CER1,WNT2|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FRZB,WNT2|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD1_LRP5,WNT2|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD1_LRP6,WNT2|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD10_LRP5,WNT2|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD10_LRP6,WNT2|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD2_LRP5,WNT2|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD2_LRP6,WNT2|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD3_LRP5,WNT2|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD3_LRP6,WNT2|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD4_LRP5,WNT2|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD4_LRP6,WNT2|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD5_LRP5,WNT2|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD5_LRP6,WNT2|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD6_LRP5,WNT2|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD6_LRP6,WNT2|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD7_LRP5,WNT2|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD7_LRP6,WNT2|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD8_LRP5,WNT2|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD8_LRP6,WNT2|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD9_LRP5,WNT2|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,FZD9_LRP6,WNT2|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,SFRP1,WNT2|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,SFRP2,WNT2|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,SFRP4,WNT2|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,SFRP5,WNT2|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2,WIF1,WNT2|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,CER1,WNT2B|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FRZB,WNT2B|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD1_LRP5,WNT2B|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD1_LRP6,WNT2B|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD10_LRP5,WNT2B|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD10_LRP6,WNT2B|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD2_LRP5,WNT2B|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD2_LRP6,WNT2B|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD3_LRP5,WNT2B|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD3_LRP6,WNT2B|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD4_LRP5,WNT2B|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD4_LRP6,WNT2B|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD5_LRP5,WNT2B|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD5_LRP6,WNT2B|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD6_LRP5,WNT2B|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD6_LRP6,WNT2B|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD7_LRP5,WNT2B|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD7_LRP6,WNT2B|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD8_LRP5,WNT2B|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD8_LRP6,WNT2B|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD9_LRP5,WNT2B|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,FZD9_LRP6,WNT2B|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,SFRP1,WNT2B|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,SFRP2,WNT2B|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,SFRP4,WNT2B|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,SFRP5,WNT2B|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT2B,WIF1,WNT2B|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,CER1,WNT3|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FRZB,WNT3|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD1_LRP5,WNT3|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD1_LRP6,WNT3|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD10_LRP5,WNT3|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD10_LRP6,WNT3|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD2_LRP5,WNT3|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD2_LRP6,WNT3|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD3_LRP5,WNT3|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD3_LRP6,WNT3|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD4_LRP5,WNT3|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD4_LRP6,WNT3|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD5_LRP5,WNT3|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD5_LRP6,WNT3|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD6_LRP5,WNT3|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD6_LRP6,WNT3|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD7_LRP5,WNT3|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD7_LRP6,WNT3|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD8_LRP5,WNT3|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD8_LRP6,WNT3|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD8_RYK,WNT3|FZD8_RYK,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD9_LRP5,WNT3|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,FZD9_LRP6,WNT3|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,SFRP1,WNT3|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,SFRP2,WNT3|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,SFRP4,WNT3|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,SFRP5,WNT3|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3,WIF1,WNT3|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,CER1,WNT3A|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FRZB,WNT3A|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD1_LRP5,WNT3A|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD1_LRP6,WNT3A|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD10_LRP5,WNT3A|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD10_LRP6,WNT3A|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD2_LRP5,WNT3A|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD2_LRP6,WNT3A|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD3_LRP5,WNT3A|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD3_LRP6,WNT3A|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD4_LRP5,WNT3A|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD4_LRP6,WNT3A|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD5_LRP5,WNT3A|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD5_LRP6,WNT3A|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD6_LRP5,WNT3A|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD6_LRP6,WNT3A|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD7_LRP5,WNT3A|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD7_LRP6,WNT3A|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD8_LRP5,WNT3A|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD8_LRP6,WNT3A|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD8_RYK,WNT3A|FZD8_RYK,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD9_LRP5,WNT3A|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,FZD9_LRP6,WNT3A|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,SFRP1,WNT3A|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,SFRP2,WNT3A|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,SFRP4,WNT3A|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,SFRP5,WNT3A|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT3A,WIF1,WNT3A|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,CER1,WNT4|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FRZB,WNT4|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD1_LRP5,WNT4|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD1_LRP6,WNT4|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD10_LRP5,WNT4|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD10_LRP6,WNT4|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD2_LRP5,WNT4|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD2_LRP6,WNT4|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD3_LRP5,WNT4|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD3_LRP6,WNT4|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD4_LRP5,WNT4|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD4_LRP6,WNT4|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD5_LRP5,WNT4|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD5_LRP6,WNT4|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD6_LRP5,WNT4|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD6_LRP6,WNT4|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD7_LRP5,WNT4|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD7_LRP6,WNT4|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD8_LRP5,WNT4|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD8_LRP6,WNT4|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD9_LRP5,WNT4|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,FZD9_LRP6,WNT4|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,SFRP1,WNT4|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,SFRP2,WNT4|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,SFRP4,WNT4|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,SFRP5,WNT4|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT4,WIF1,WNT4|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,CER1,WNT5A|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FRZB,WNT5A|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD10_LRP5,WNT5A|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD10_LRP6,WNT5A|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD2_LRP5,WNT5A|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD2_LRP6,WNT5A|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD3_LRP5,WNT5A|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD3_LRP6,WNT5A|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD4_LRP5,WNT5A|FZD4_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD4_LRP6,WNT5A|FZD4_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD5_LRP5,WNT5A|FZD5_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD5_LRP6,WNT5A|FZD5_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD6_LRP5,WNT5A|FZD6_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD6_LRP6,WNT5A|FZD6_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD7_LRP5,WNT5A|FZD7_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD7_LRP6,WNT5A|FZD7_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD8_LRP5,WNT5A|FZD8_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD8_LRP6,WNT5A|FZD8_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD8_RYK,WNT5A|FZD8_RYK,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD9_LRP5,WNT5A|FZD9_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,FZD9_LRP6,WNT5A|FZD9_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,ROR1,WNT5A|ROR1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,ROR2,WNT5A|ROR2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,SFRP1,WNT5A|SFRP1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,SFRP2,WNT5A|SFRP2,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,SFRP4,WNT5A|SFRP4,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,SFRP5,WNT5A|SFRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5A,WIF1,WNT5A|WIF1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,CER1,WNT5B|CER1,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FRZB,WNT5B|FRZB,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD1_LRP5,WNT5B|FZD1_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD1_LRP6,WNT5B|FZD1_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD10_LRP5,WNT5B|FZD10_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD10_LRP6,WNT5B|FZD10_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD2_LRP5,WNT5B|FZD2_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD2_LRP6,WNT5B|FZD2_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD3_LRP5,WNT5B|FZD3_LRP5,Signaling by WNT,Wnt signaling,cpdb_uniprot
WNT5B,FZD3_LRP6,WNT5B|FZD3_LRP6,Signaling by WNT,Wnt signaling,cpdb_uniprot
